album_id,artist_id
1716,146
1717,68
1718,314
1719,263
1720,59
1721,59
1722,59
1723,59
1724,753
1725,754
1726,9
1727,721
1728,755
1729,604
1730,756
1731,3
1732,60
1733,25
1734,70
1735,70
1737,70
1738,757
1739,758
1740,720
1741,720
1742,27
1743,27
1744,568
1745,705
1746,759
1747,760
1748,584
1749,761
1750,762
1751,582
1752,721
1753,763
1754,147
1755,587
1756,8
1757,764
1758,765
1759,766
1760,767
1761,768
1762,769
1763,27
1765,27
1766,27
1767,27
1768,81
1769,93
1770,7
1771,771
1772,25
1773,772
1774,7
1775,773
1776,774
1777,104
1778,775
1779,776
1780,777
1781,778
1782,779
1783,10
1784,728
1785,623
1786,623
1787,780
1788,590
1789,590
1790,41
1791,781
1792,2
1793,2
1794,782
1795,783
1796,623
1797,140
1798,620
1799,25
1800,143
1801,592
1802,15
1803,784
1804,785
1805,760
1806,786
1807,8
1808,47
1809,620
1810,14
1811,26
1812,787
1813,114
1814,111
1816,788
1817,789
1818,228
1819,790
1820,9
1821,3
1822,17
1823,81
1824,81
1825,791
1826,792
1827,793
1828,624
1829,794
1830,726
1831,726
1832,82
1833,436
1834,74
1836,3
1838,726
1839,3
1840,73
1841,796
1842,771
1843,797
1844,798
1845,799
1846,36
1847,140
1848,444
1849,247
1850,590
1851,590
1852,590
1853,590
1854,3
1855,15
1856,800
1857,801
1858,689
1859,689
1860,689
1861,689
1862,802
1863,689
1864,803
1865,689
1866,286
1867,804
1868,286
1869,286
1870,726
1871,634
1872,710
1873,710
1874,62
1875,450
1876,367
1878,805
1879,547
1880,806
1881,807
1882,365
1883,808
1884,632
1885,35
1886,35
1887,37
1888,724
1889,99
1890,809
1891,810
1892,811
1893,812
1894,813
1895,810
1896,499
1897,814
1898,815
1899,816
1900,817
1901,37
1902,57
1904,807
1905,819
1906,37
1907,820
1908,808
1909,822
1910,790
1911,9
1913,823
1914,608
1915,608
1916,824
1917,825
1918,38
1919,38
1921,38
1922,38
1923,826
1925,828
1926,562
1927,713
1928,705
1929,797
1930,797
1931,797
1932,829
1933,830
1934,831
1935,832
1936,833
1937,838
1938,749
1939,76
